,Unnamed: 0,survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_female,embarked_C,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,alive
520,520,1,1,30.0,0,0,93.5,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
521,521,0,3,22.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
523,523,1,1,44.0,0,1,57.9792,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
525,525,0,3,40.5,0,0,7.75,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
526,526,1,2,50.0,0,0,10.5,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
528,528,0,3,39.0,0,0,7.925,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
529,529,0,2,23.0,2,1,11.5,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
530,530,1,2,2.0,1,1,26.0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
532,532,0,3,17.0,1,1,7.2292,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
534,534,0,3,30.0,0,0,8.6625,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
535,535,1,2,7.0,0,2,26.25,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
536,536,0,1,45.0,0,0,26.55,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
537,537,1,1,30.0,0,0,106.425,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
539,539,1,1,22.0,0,2,49.5,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
540,540,1,1,36.0,0,2,71.0,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
541,541,0,3,9.0,4,2,31.275,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
542,542,0,3,11.0,4,2,31.275,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
543,543,1,2,32.0,1,0,26.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
544,544,0,1,50.0,1,0,106.425,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
545,545,0,1,64.0,0,0,26.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
546,546,1,2,19.0,1,0,26.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
548,548,0,3,33.0,1,1,20.525,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
549,549,1,2,8.0,1,1,36.75,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
550,550,1,1,17.0,0,2,110.8833,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
551,551,0,2,27.0,0,0,26.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
553,553,1,3,22.0,0,0,7.225,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
554,554,1,3,22.0,0,0,7.775,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
555,555,0,1,62.0,0,0,26.55,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
556,556,1,1,48.0,1,0,39.6,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
558,558,1,1,39.0,1,1,79.65,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
559,559,1,3,36.0,1,0,17.4,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
561,561,0,3,40.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
562,562,0,2,28.0,0,0,13.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
565,565,0,3,24.0,2,0,24.15,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
566,566,0,3,19.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
567,567,0,3,29.0,0,4,21.075,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
569,569,1,3,32.0,0,0,7.8542,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
570,570,1,2,62.0,0,0,10.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
571,571,1,1,53.0,2,0,51.4792,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
572,572,1,1,36.0,0,0,26.3875,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
574,574,0,3,16.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
575,575,0,3,19.0,0,0,14.5,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
576,576,1,2,34.0,0,0,13.0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
577,577,1,1,39.0,1,0,55.9,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
579,579,1,3,32.0,0,0,7.925,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
580,580,1,2,25.0,1,1,30.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
581,581,1,1,39.0,1,1,110.8833,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
582,582,0,2,54.0,0,0,26.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
583,583,0,1,36.0,0,0,40.125,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
585,585,1,1,18.0,0,2,79.65,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
586,586,0,2,47.0,0,0,15.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
587,587,1,1,60.0,1,1,79.2,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
588,588,0,3,22.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
590,590,0,3,35.0,0,0,7.125,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
591,591,1,1,52.0,1,0,78.2667,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
592,592,0,3,47.0,0,0,7.25,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
594,594,0,2,37.0,1,0,26.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
595,595,0,3,36.0,1,1,24.15,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
597,597,0,3,49.0,0,0,0.0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
599,599,1,1,49.0,1,0,56.9292,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
600,600,1,2,24.0,2,1,27.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
603,603,0,3,44.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
604,604,1,1,35.0,0,0,26.55,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
605,605,0,3,36.0,1,0,15.55,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
606,606,0,3,30.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
607,607,1,1,27.0,0,0,30.5,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
608,608,1,2,22.0,1,2,41.5792,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
609,609,1,1,40.0,0,0,153.4625,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
610,610,0,3,39.0,1,5,31.275,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
614,614,0,3,35.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
615,615,1,2,24.0,1,2,65.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
616,616,0,3,34.0,1,1,14.4,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
617,617,0,3,26.0,1,0,16.1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
618,618,1,2,4.0,2,1,39.0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True
619,619,0,2,26.0,0,0,10.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
620,620,0,3,27.0,1,0,14.4542,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
621,621,1,1,42.0,1,0,52.5542,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
622,622,1,3,20.0,1,1,15.7417,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
623,623,0,3,21.0,0,0,7.8542,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
624,624,0,3,21.0,0,0,16.1,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
625,625,0,1,61.0,0,0,32.3208,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
626,626,0,2,57.0,0,0,12.35,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
627,627,1,1,21.0,0,0,77.9583,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
628,628,0,3,26.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
630,630,1,1,80.0,0,0,30.0,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True
631,631,0,3,51.0,0,0,7.0542,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
632,632,1,1,32.0,0,0,30.5,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
634,634,0,3,9.0,3,2,27.9,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
635,635,1,2,28.0,0,0,13.0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
636,636,0,3,32.0,0,0,7.925,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
637,637,0,2,31.0,1,1,26.25,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
638,638,0,3,41.0,0,5,39.6875,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
640,640,0,3,20.0,0,0,7.8542,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
641,641,1,1,24.0,0,0,69.3,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
642,642,0,3,2.0,3,2,27.9,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
644,644,1,3,0.75,2,1,19.2583,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
645,645,1,1,48.0,1,0,76.7292,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
646,646,0,3,19.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
647,647,1,1,56.0,0,0,35.5,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
649,649,1,3,23.0,0,0,7.55,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
651,651,1,2,18.0,0,1,23.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
652,652,0,3,21.0,0,0,8.4333,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
654,654,0,3,18.0,0,0,6.75,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
655,655,0,2,24.0,2,0,73.5,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
657,657,0,3,32.0,1,1,15.5,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
658,658,0,2,23.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
659,659,0,1,58.0,0,2,113.275,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
660,660,1,1,50.0,2,0,133.65,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
661,661,0,3,40.0,0,0,7.225,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
662,662,0,1,47.0,0,0,25.5875,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
663,663,0,3,36.0,0,0,7.4958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
664,664,1,3,20.0,1,0,7.925,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
665,665,0,2,32.0,2,0,73.5,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
666,666,0,2,25.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
668,668,0,3,43.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
670,670,1,2,40.0,1,1,39.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
671,671,0,1,31.0,1,0,52.0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
672,672,0,2,70.0,0,0,10.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
673,673,1,2,31.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
675,675,0,3,18.0,0,0,7.775,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
676,676,0,3,24.5,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
677,677,1,3,18.0,0,0,9.8417,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
678,678,0,3,43.0,1,6,46.9,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
679,679,1,1,36.0,0,1,512.3292,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
681,681,1,1,27.0,0,0,76.7292,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
682,682,0,3,20.0,0,0,9.225,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
683,683,0,3,14.0,5,2,46.9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
684,684,0,2,60.0,1,1,39.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
685,685,0,2,25.0,1,2,41.5792,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
686,686,0,3,14.0,4,1,39.6875,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
687,687,0,3,19.0,0,0,10.1708,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
688,688,0,3,18.0,0,0,7.7958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
689,689,1,1,15.0,0,1,211.3375,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
690,690,1,1,31.0,1,0,57.0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
691,691,1,3,4.0,0,1,13.4167,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
693,693,0,3,25.0,0,0,7.225,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
694,694,0,1,60.0,0,0,26.55,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
695,695,0,2,52.0,0,0,13.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
696,696,0,3,44.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
698,698,0,1,49.0,1,1,110.8833,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
699,699,0,3,42.0,0,0,7.65,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
700,700,1,1,18.0,1,0,227.525,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
701,701,1,1,35.0,0,0,26.2875,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
702,702,0,3,18.0,0,1,14.4542,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
703,703,0,3,25.0,0,0,7.7417,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
704,704,0,3,26.0,1,0,7.8542,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
705,705,0,2,39.0,0,0,26.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
706,706,1,2,45.0,0,0,13.5,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
707,707,1,1,42.0,0,0,26.2875,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
708,708,1,1,22.0,0,0,151.55,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
710,710,1,1,24.0,0,0,49.5042,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
712,712,1,1,48.0,1,0,52.0,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
713,713,0,3,29.0,0,0,9.4833,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
714,714,0,2,52.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
715,715,0,3,19.0,0,0,7.65,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
716,716,1,1,38.0,0,0,227.525,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
717,717,1,2,27.0,0,0,10.5,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
719,719,0,3,33.0,0,0,7.775,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
720,720,1,2,6.0,0,1,33.0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
721,721,0,3,17.0,1,0,7.0542,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
722,722,0,2,34.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
723,723,0,2,50.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
724,724,1,1,27.0,1,0,53.1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
725,725,0,3,20.0,0,0,8.6625,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
726,726,1,2,30.0,3,0,21.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
728,728,0,2,25.0,1,0,26.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
729,729,0,3,25.0,1,0,7.925,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
730,730,1,1,29.0,0,0,211.3375,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
731,731,0,3,11.0,0,0,18.7875,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
733,733,0,2,23.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
734,734,0,2,23.0,0,0,13.0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
735,735,0,3,28.5,0,0,16.1,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
736,736,0,3,48.0,1,3,34.375,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
737,737,1,1,35.0,0,0,512.3292,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
741,741,0,1,36.0,1,0,78.85,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
742,742,1,1,21.0,2,2,262.375,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
743,743,0,3,24.0,1,0,16.1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
744,744,1,3,31.0,0,0,7.925,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
745,745,0,1,70.0,1,1,71.0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
746,746,0,3,16.0,1,1,20.25,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
747,747,1,2,30.0,0,0,13.0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
748,748,0,1,19.0,1,0,53.1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
749,749,0,3,31.0,0,0,7.75,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
750,750,1,2,4.0,1,1,23.0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
751,751,1,3,6.0,0,1,12.475,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True
752,752,0,3,33.0,0,0,9.5,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
753,753,0,3,23.0,0,0,7.8958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
754,754,1,2,48.0,1,2,65.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
755,755,1,2,0.67,1,1,14.5,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
756,756,0,3,28.0,0,0,7.7958,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
757,757,0,2,18.0,0,0,11.5,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
758,758,0,3,34.0,0,0,8.05,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
759,759,1,1,33.0,0,0,86.5,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
761,761,0,3,41.0,0,0,7.125,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
762,762,1,3,20.0,0,0,7.2292,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
763,763,1,1,36.0,1,2,120.0,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
764,764,0,3,16.0,0,0,7.775,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
765,765,1,1,51.0,1,0,77.9583,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
767,767,0,3,30.5,0,0,7.75,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
769,769,0,3,32.0,0,0,8.3625,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
770,770,0,3,24.0,0,0,9.5,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
771,771,0,3,48.0,0,0,7.8542,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
772,772,0,2,57.0,0,0,10.5,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
774,774,1,2,54.0,1,3,23.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
775,775,0,3,18.0,0,0,7.75,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
777,777,1,3,5.0,0,0,12.475,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
779,779,1,1,43.0,0,1,211.3375,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
780,780,1,3,13.0,0,0,7.2292,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
